REF_DATE,GEO,DGUID,Gender,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2024,Quebec,2021A000224,Women+,80 to 84 years,Persons,249,units,0,v468521,6.3.88,133655,,,,0
2024,Quebec,2021A000224,Women+,85 to 89 years,Persons,249,units,0,v468524,6.3.89,80116,,,,0
2024,Quebec,2021A000224,Women+,90 to 94 years,Persons,249,units,0,v31226745,6.3.126,44668,,,,0
2024,Quebec,2021A000224,Women+,95 to 99 years,Persons,249,units,0,v31226751,6.3.132,14693,,,,0
2024,Quebec,2021A000224,Women+,100 years and older,Persons,249,units,0,v31226757,6.3.138,2159,,,,0
2024,Quebec,2021A000224,Women+,Median age,Years,308,units,0,v468266,6.3.105,43.6,,,,1
2024,Ontario,2021A000235,Men+,All ages,Persons,249,units,0,v468559,7.2.1,8049751,,,,0
2024,Ontario,2021A000235,Men+,0 to 4 years,Persons,249,units,0,v468775,7.2.7,366409,,,,0
2024,Ontario,2021A000235,Men+,5 to 9 years,Persons,249,units,0,v468589,7.2.13,415013,,,,0
2024,Ontario,2021A000235,Men+,10 to 14 years,Persons,249,units,0,v468607,7.2.19,431855,,,,0
2024,Ontario,2021A000235,Men+,15 to 19 years,Persons,249,units,0,v468628,7.2.25,474922,,,,0
2024,Ontario,2021A000235,Men+,20 to 24 years,Persons,249,units,0,v468649,7.2.31,624191,,,,0
